income,age,childrenhome,wine_products,fruit_products,meat_products,fish_products,sweet_products,gold_products,deal_purchases,web_purchases,catalog_purchases,store_purchases,web_visits_permonth,marital_status_Single,education_Higher Education
0.045799406213183506,1.3007569974408253,1.1933023806670253,-0.6895126597749287,-0.5094975882412447,-0.683018936484465,-0.5105796035351385,-0.647550647092184,-0.7667235664954243,-0.22019614618615646,-0.988862639445851,-0.3288461084860597,-1.0494765676018174,-0.37563308934209344,True,False
1.4644306888333163,0.3318327775260716,-1.5727851271941429,0.6894305631035054,1.4180968336478368,0.44641236953360797,2.5558978763429723,0.6536420563671561,0.8710831630461903,-0.8071314543911976,1.828309939615814,0.13515876752454561,1.7161605469350771,-0.8965741997191355,False,False
-1.060069405574041,-1.3417636023266848,-0.18974137326355878,-0.6895126597749287,-0.38902293687317707,-0.5523409341352664,-0.28551703620463503,-0.51743137674625,-0.8122181978715803,-0.22019614618615646,-0.5864094138656132,-0.792850984496665,-0.35806728896759377,0.14530802103494866,False,False
0.7166302739178005,-1.077511542349934,-0.18974137326355878,-0.15122638963925084,1.1771475309117017,0.3624050823091232,0.7272645167826309,1.0439998674049582,-0.3572718841100207,1.5406097784289667,0.6209502628751002,0.599163643535151,0.3333419896666298,-0.37563308934209344,False,True
0.9535460209856291,0.15566473754157092,-0.18974137326355878,1.0017695099723554,1.1369893137890124,0.17572222181026817,-0.5668452453677645,2.019894394999463,-0.40276651548617665,-0.22019614618615646,1.023403488455338,1.0631685195457563,1.7161605469350771,0.14530802103494866,False,True
0.567407037968443,-0.19667134242743045,-0.18974137326355878,0.054784405104033276,2.060628307610864,0.7917756614564898,0.8397958004478826,2.475311841210232,0.18866369240385086,0.9536744702239257,1.425856714035576,0.599163643535151,0.6790466289837417,0.14530802103494866,True,False
-0.6778603046172218,-1.4298476223189351,-0.18974137326355878,-0.4735336007698728,-0.14807363413704192,-0.21631178523732741,-0.4824467826188256,-0.647550647092184,0.006685166899227011,-0.22019614618615646,0.21849703729486247,-0.792850984496665,-0.35806728896759377,1.187190241789033,False,True
0.36493390010111515,-1.2536795823344344,-0.18974137326355878,-0.7094491882984724,-0.3488647197504879,-0.683018936484465,-0.5668452453677645,-0.5824910119192169,-0.9941967233762041,-0.8071314543911976,-0.988862639445851,-0.792850984496665,-1.0494765676018174,0.6662491314119908,False,False
-2.1349482902566588,-0.6370914423886822,-1.5727851271941429,-0.7061264335445484,0.09287566859909327,-0.6363482213597512,-0.25738421528832206,-0.647550647092184,-0.3117772527338647,-0.8071314543911976,-0.5864094138656132,-0.792850984496665,-0.7037719282847056,1.187190241789033,False,False
0.7761960577185034,1.476925037425326,1.1933023806670253,0.04813889559618541,-0.4693393711185555,-0.24431421431215566,-0.4824467826188256,-0.38731210640031594,-0.40276651548617665,0.3667391620188846,1.023403488455338,-0.3288461084860597,-0.012362649650481968,0.14530802103494866,True,True
-1.583473554842611,-1.6060156623034358,-1.5727851271941429,-0.7160946978063202,0.012559234353714878,-0.5803433632100947,-0.3980483198698868,-0.647550647092184,-0.8122181978715803,-0.8071314543911976,-0.988862639445851,-0.792850984496665,-0.7037719282847056,1.187190241789033,False,False
2.092481983252226,2.005429157378828,-1.5727851271941429,2.616628320379389,0.3338249713352284,0.33440265323429497,1.0929911886946992,3.7114449094966053,1.0075670571746582,-0.8071314543911976,1.425856714035576,1.991178271566967,2.4075698255693005,-1.4175153100961777,True,True
-0.20649902206236664,-0.9894275223576835,1.1933023806670253,-0.5499569601101234,-0.3488647197504879,-0.5616750771602093,-0.5105796035351385,0.1331649749834201,-0.8577128292477363,0.3667391620188846,-0.18395618828537535,-0.792850984496665,-0.7037719282847056,1.187190241789033,False,False
-0.4361164167323711,2.005429157378828,-1.5727851271941429,-0.4469515627384813,-0.3488647197504879,-0.3843263596862969,3.653077892079177,0.06810533981045308,0.2341583237800068,-0.22019614618615646,0.21849703729486247,-0.3288461084860597,0.3333419896666298,0.6662491314119908,False,False
-0.6577617649370601,-1.4298476223189351,-0.18974137326355878,-0.7127719430523963,0.13303388572178246,-0.5616750771602093,0.2771393821216238,0.8488209618860572,0.7345992689177224,-0.22019614618615646,-0.5864094138656132,-0.3288461084860597,-0.7037719282847056,0.14530802103494866,True,True
